docType,title,id,url,authority,programOwner,shortDesc,desc,policyFramework,category,region,topic,service,commodity,clientType,programStatus,createdDate,modifiedDate,publishedDate,desc_new
program,A Comparison of Sprayer Technology in Ginseng,ONAFR-10766-en,http://www.omafra.gov.on.ca/english/crops/facts/10-079.htm,Provincial,ONAFR,A Comparison of Sprayer Technology in Ginseng,None,NotApplicable,GuidesInformation,Ontario,EquipmentMachineryProcessing,GeospatialClimateDataMapsTools,FruitsVegetablesOtherHorticulture,FarmersFoodProducers,open,2020-08-26,2020-09-24,2020-09-24,A Comparison of Sprayer Technology in Ginseng
program,St. John's Wort,ONAFR-10767-en,http://www.omafra.gov.on.ca/english/crops/facts/info_sjwbeetles.htm,Provincial,ONAFR,Information on St. John's Wort,None,NotApplicable,GuidesInformation,Ontario,ExpertiseAdviceGuidance,LandInfrastructure,FruitsVegetablesOtherHorticulture,FarmersFoodProducers,open,2020-08-26,2020-09-24,2020-09-24,Information on St. John's Wort
program,The Cultivation of Stevia,ONAFR-10768-en,http://www.omafra.gov.on.ca/english/crops/facts/stevia.htm,Provincial,ONAFR,This page contains information on the cultivation of stevia,None,NotApplicable,GuidesInformation,Ontario,CropProduction,LandInfrastructure,FruitsVegetablesOtherHorticulture,FarmersFoodProducers,open,2020-08-26,2020-09-24,,This page contains information on the cultivation of stevia
program,The Effect of Production Practices on the Quality of Ginseng Roots,ONAFR-10769-en,http://www.omafra.gov.on.ca/english/crops/facts/98-067.htm,Provincial,ONAFR,"Factsheet presents results from research trials conducted at the Agriculture and Agri-Food Canada, Southern Crop Protection and Food Research Centre, Delhi Farm, on the effects of commercial production practices on ginseng’s chemical and physical quality.",None,NotApplicable,GuidesInformation,Ontario,ExpertiseAdviceGuidance,GeospatialClimateDataMapsTools,FruitsVegetablesOtherHorticulture,FarmersFoodProducers,open,2020-08-26,2020-09-24,,"Factsheet presents results from research trials conducted at the Agriculture and Agri-Food Canada, Southern Crop Protection and Food Research Centre, Delhi Farm, on the effects of commercial production practices on ginseng’s chemical and physical quality."
program,Growing Medicinal Herbs in Ontario,ONAFR-10770-en,http://www.omafra.gov.on.ca/english/crops/facts/12-033.htm,Provincial,ONAFR,This factsheet provides information on growing medicinal herbs in Ontario.,None,NotApplicable,GuidesInformation,Ontario,CropProduction,FinancialSupportIncentives,FruitsVegetablesOtherHorticulture,FarmersFoodProducers,open,2020-08-26,2020-09-24,,This factsheet provides information on growing medicinal herbs in Ontario.
program,Growing Lavender in Ontario,ONAFR-10771-en,http://www.omafra.gov.on.ca/english/crops/facts/18-017.htm,Provincial,ONAFR,This factsheet is intended to provide an overview of considerations for a beginner lavender grower.,None,NotApplicable,GuidesInformation,Ontario,CropProduction,LandInfrastructure,FruitsVegetablesOtherHorticulture,FarmersFoodProducers,open,2020-08-26,2020-09-24,2020-09-24,This factsheet is intended to provide an overview of considerations for a beginner lavender grower.
program,Soil Erosion – Causes and Effects,ONAFR-10772-en,http://www.omafra.gov.on.ca/english/engineer/facts/12-053.htm,Provincial,ONAFR,"This Factsheet looks at the causes and effects of water, wind and tillage erosion on agricultural land.",None,NotApplicable,GuidesInformation,Ontario,ExpertiseAdviceGuidance,LandInfrastructure,Nonspecific,FarmersFoodProducers,open,2020-08-26,2020-09-24,,"This Factsheet looks at the causes and effects of water, wind and tillage erosion on agricultural land."
program,Noxious Weeds in Ontario,ONAFR-10773-en,http://www.omafra.gov.on.ca/english/crops/facts/noxious_weeds.htm,Provincial,ONAFR,Table of Contents linking to Noxious Weeds Profiles in Ontario.,None,NotApplicable,GuidesInformation,Ontario,BasicAppliedResearch,GeospatialClimateDataMapsTools,Nonspecific,FarmersFoodProducers,open,2020-08-26,2020-09-24,2020-09-24,Table of Contents linking to Noxious Weeds Profiles in Ontario.
program,Hemp,ONAFR-10774-en,http://www.omafra.gov.on.ca/english/crops/hort/hemp.html,Provincial,ONAFR,This page provides information on growing hemp.,None,NotApplicable,GuidesInformation,Ontario,ExpertiseAdviceGuidance,GeospatialClimateDataMapsTools,FruitsVegetablesOtherHorticulture,AgribusinessesFoodProcessors,open,2020-08-26,2020-09-24,,This page provides information on growing hemp.
program,Growing Industrial Hemp in Ontario,ONAFR-10775-en,http://www.omafra.gov.on.ca/english/crops/facts/00-067.htm,Provincial,ONAFR,This factsheet provides information on growing industrial hemp.,None,NotApplicable,GuidesInformation,Ontario,CropProduction,LandInfrastructure,FruitsVegetablesOtherHorticulture,FarmersFoodProducers,open,2020-08-26,2020-09-24,,This factsheet provides information on growing industrial hemp.
program,Growing Hops in Ontario,ONAFR-10776-en,http://www.omafra.gov.on.ca/english/crops/hort/hops.html,Provincial,ONAFR,Information on growing hops in Ontario.,None,NotApplicable,GuidesInformation,Ontario,CropProduction,LandInfrastructure,FruitsVegetablesOtherHorticulture,AgribusinessesFoodProcessors,open,2020-08-26,2020-09-24,,Information on growing hops in Ontario.
program,Hops,ONAFR-10777-en,https://onspecialtycrops.wordpress.com/,Provincial,ONAFR,Monthly Hop Update and Discussion,None,NotApplicable,GuidesInformation,Ontario,ExpertiseAdviceGuidance,,FruitsVegetablesOtherHorticulture,FarmersFoodProducers,open,2020-08-26,2020-09-24,,Monthly Hop Update and Discussion
program,Nursery and Landscape Plants,ONAFR-10778-en,http://www.omafra.gov.on.ca/english/crops/hort/nursery.html,Provincial,ONAFR,Information on nursery and landscape plants in Ontario,None,NotApplicable,GuidesInformation,Ontario,ExpertiseAdviceGuidance,LandInfrastructure,FruitsVegetablesOtherHorticulture,AgribusinessesFoodProcessors,open,2020-08-26,2020-09-24,,Information on nursery and landscape plants in Ontario
program,Turf,ONAFR-10779-en,http://www.omafra.gov.on.ca/english/crops/hort/turf.html,Provincial,ONAFR,The turf industry in Ontario is made up of professionals who produce and maintain turf and home owners who look after their lawns. The professional turfgrass industry in Ontario consists of businesses and public sector operations. It is broken down into sectors based on the end use of the turf.,None,NotApplicable,GuidesInformation,Ontario,ExpertiseAdviceGuidance,LandInfrastructure,FruitsVegetablesOtherHorticulture,FarmersFoodProducers,open,2020-08-26,2020-09-24,2020-09-24,The turf industry in Ontario is made up of professionals who produce and maintain turf and home owners who look after their lawns. The professional turfgrass industry in Ontario consists of businesses and public sector operations. It is broken down into sectors based on the end use of the turf.
program,Agriculture and Agri-food Industry Safety During COVID-19,ONAFR-10780-en,http://www.omafra.gov.on.ca/english/about/covid-19.htm,Provincial,ONAFR,"The Ministry of Agriculture, Food and Rural Affairs is working closely with stakeholders and other partners to ensure the safety of Ontario's food supply.",None,NotApplicable,Service,Ontario,EnergySustainabilityBMPs,LandInfrastructure,Nonspecific,FoodServiceProvidersFoodRetailers,open,2020-10-28,2021-01-12,2021-01-12,"The Ministry of Agriculture, Food and Rural Affairs is working closely with stakeholders and other partners to ensure the safety of Ontario's food supply."
program,Ontario Spirit - A Celebration of Local Food Collaboration,ONAFR-10781-en,http://www.omafra.gov.on.ca/english/about/local-food-rpt20.htm,Provincial,ONAFR,"The first few months of 2020 have been unprecedented with COVID-19 disrupting every aspect of life in Ontario, in Canada and around the world. The people, organizations and stories highlighted in this report showcase the Ontario Spirit – the incredible dedication and hard work that the people of Ontario's agri-food sector deliver each and every day.",None,NotApplicable,GuidesInformation,Ontario,SectorCompetitivenessAdaptation,FinancialSupportIncentives,Nonspecific,FoodServiceProvidersFoodRetailers,open,2020-10-28,2020-10-28,,"The first few months of 2020 have been unprecedented with COVID-19 disrupting every aspect of life in Ontario, in Canada and around the world. The people, organizations and stories highlighted in this report showcase the Ontario Spirit – the incredible dedication and hard work that the people of Ontario's agri-food sector deliver each and every day."
program,Enhanced Agri-food Workplace Protection Program,ONAFR-10782-en,http://www.omafra.gov.on.ca/english/about/agrifoodprogram.htm,Provincial,ONAFR,The Government of Ontario is investing up to $15 million to expand a program which helps support the agri-food sector and better protect workers during the COVID-19 outbreak.,None,NotApplicable,Program,Ontario,EquipmentMachineryProcessing,FinancialSupportIncentives,Nonspecific,FarmersFoodProducers,open,2020-10-28,2021-01-12,2021-01-12,The Government of Ontario is investing up to $15 million to expand a program which helps support the agri-food sector and better protect workers during the COVID-19 outbreak.
program,Information Links for Managing Human Resources COVID-19 Response,ONAFR-10783-en,http://www.omafra.gov.on.ca/english/busdev/facts/c19humanresources.htm,Provincial,ONAFR,Information links for managing human resources COVID-19 response,None,NotApplicable,Service,Ontario,HiringManagingWorkers,FinancialSupportIncentives,Nonspecific,FarmersFoodProducers,open,2020-10-28,2021-01-12,2021-01-12,Information links for managing human resources COVID-19 response
program,Provincial and Federal COVID-19 Financial Supports for Farmers,ONAFR-10784-en,http://www.omafra.gov.on.ca/english/busdev/facts/c19financialsupports.htm,Provincial,ONAFR,This infosheet provides a summary of information and links to provincial and federal financial support information. The information is current as of the publication date but subject to frequent changes.,None,NotApplicable,GuidesInformation,Ontario,InsuranceRecoveryAid,FinancialSupportIncentives,Nonspecific,FarmersFoodProducers,open,2020-10-28,2021-01-12,2021-01-12,This infosheet provides a summary of information and links to provincial and federal financial support information. The information is current as of the publication date but subject to frequent changes.
program,Agri-Food Workplace Protection Program - Provincially Licensed Meat Processors,ONAFR-10785-en,http://www.omafra.gov.on.ca/english/cap/meatplants.htm,Provincial,ONAFR,The governments of Canada and Ontario are helping agri-food businesses address new and immediate health and safety issues directly related to COVID-19 impacts.,None,CanadianAgriculturalPartnership,Program,Ontario,InsuranceRecoveryAid,FinancialSupportIncentives,ProcessedFoodsAgriBasedProducts,FarmersFoodProducers,open,2020-12-03,2020-12-03,2020-12-03,The governments of Canada and Ontario are helping agri-food businesses address new and immediate health and safety issues directly related to COVID-19 impacts.
program,The Canadian Agricultural Partnership: Cost-Share Funding,ONAFR-10786-en,http://www.omafra.gov.on.ca/english/cap/placetogrow.html,Provincial,ONAFR,"The Canadian Agricultural Partnership (the Partnership) provides cost-share funding support to farmers and other businesses (plant health). Funding is available for key priority areas, which include: research and innovation, economic development, environmental stewardship and protection and assurance.",None,CanadianAgriculturalPartnership,Program,Ontario,ProductDevelopmentCommercialization,FinancialSupportIncentives,Nonspecific,FarmersFoodProducers,open,2020-12-03,2020-12-03,2020-12-03,"The Canadian Agricultural Partnership (the Partnership) provides cost-share funding support to farmers and other businesses (plant health). Funding is available for key priority areas, which include: research and innovation, economic development, environmental stewardship and protection and assurance."
program,Place to Grow Guide for Applicants,ONAFR-10787-en,http://www.omafra.gov.on.ca/english/cap/sectors.htm,Provincial,ONAFR,"Ontario's government is helping to grow the province's agri-food and agri-products sectors by launching the Place to Grow: Agri-food Innovation Initiative - a program which will help drive innovation, reduce red tape, and address industry priorities. This new initiative includes the ""Funding for Sectors"" stream and will support agriculture and food value-chain partners in address emerging sector challenges and opportunities to create sector wide benefits.",None,CanadianAgriculturalPartnership,Program,International,ProductDevelopmentCommercialization,FinancialSupportIncentives,Nonspecific,FarmersFoodProducers,open,2020-12-03,2020-12-03,2020-12-03,"Ontario's government is helping to grow the province's agri-food and agri-products sectors by launching the Place to Grow: Agri-food Innovation Initiative - a program which will help drive innovation, reduce red tape, and address industry priorities. This new initiative includes the ""Funding for Sectors"" stream and will support agriculture and food value-chain partners in address emerging sector challenges and opportunities to create sector wide benefits."
program,Market Access Initiative,ONAFR-10788-en,http://www.omafra.gov.on.ca/english/cap/market_access.htm,Provincial,ONAFR,The Market Access Initiative which is a targeted intake to support the agri-food and agri-products sectors impacted by trade restrictions is currently paused and not accepting applications.,None,CanadianAgriculturalPartnership,Program,Ontario,FinancingCreditIncomeStability,FinancialSupportIncentives,Nonspecific,FarmersFoodProducers,open,2020-12-03,2020-12-03,2020-12-03,The Market Access Initiative which is a targeted intake to support the agri-food and agri-products sectors impacted by trade restrictions is currently paused and not accepting applications.
program,Frequently Asked Questions: Canadian Agricultural PartnershipMarket Access Initiative,ONAFR-10789-en,http://www.omafra.gov.on.ca/english/cap/q_and_a.htm,Provincial,ONAFR,Frequently Asked Questions Market Access Initiative targeted intake,None,CanadianAgriculturalPartnership,Program,Ontario,ExpertiseAdviceGuidance,FinancialSupportIncentives,Nonspecific,FarmersFoodProducers,open,2020-12-03,2020-12-03,,Frequently Asked Questions Market Access Initiative targeted intake
program,Producer - Food Safety and Traceability Gap Assessment and Pre-audit,ONAFR-10791-en,https://ontarioprogramguides.net/pc-en-fsap-pd-a/,Provincial,ONAFR,For gap assessments and pre-audits by a qualified third party against internationally or nationally recognized programs to advance food safety or traceability systems.,None,CanadianAgriculturalPartnership,Program,Ontario,HiringManagingWorkers,FinancialSupportIncentives,Nonspecific,NonprofitCommunityOrganizations,open,2020-12-14,2021-01-25,2021-01-25,For gap assessments and pre-audits by a qualified third party against internationally or nationally recognized programs to advance food safety or traceability systems.
program,Producer - Erosion Control Structures,ONAFR-10793-en,https://ontarioprogramguides.net/pc-en-esim-pd-i/,Provincial,ONAFR,Producers who manage cropland where there are erosion issues that could be addressed with an erosion control structure(s).,None,CanadianAgriculturalPartnership,Program,Ontario,ClimateChangeResilience,FinancialSupportIncentives,Nonspecific,IndustryAssociationsFarmingOrganizations,open,2020-12-14,2021-01-25,2021-01-25,Producers who manage cropland where there are erosion issues that could be addressed with an erosion control structure(s).
